gene/TE	/sonas-hs/mhammell/hpc/home/tam/workdir/ALS/regina_samples/BAM/Co-6_S2.bam
"ADARB2"	712
"ADARB2-AS1"	1
"ADAT1"	456
"ADAT2"	92
"ADAT3"	16
"ADCK1"	131
"ADCK2"	227
"ADCK5"	87
"ADCY1"	9774
"ADCY10"	49
"ADCY10P1"	111
"ADCY2"	2728
"ADCY3"	1026
"ADCY4"	30
"ADCY5"	1395
"ADCY6"	745
"ADCY7"	224
"ADCY8"	374
"ADCY9"	964
"ADCYAP1"	177
"ADCYAP1R1"	2719
"ADD1"	5313
"ADD2"	4067
"ADD3"	4682
"ADD3-AS1"	23
"ADGB"	0
"ADGRA1"	656
"ADGRA1-AS1"	15
"ADGRA2"	257
"ADGRA3"	763
"ADGRB1"	1297
"ADGRB2"	3212
"ADGRB3"	4837
"ADGRD1"	71
"ADGRD1-AS1"	0
"ADGRE1"	1
"ADGRE2"	36
"ADGRE3"	2
"ADGRE4P"	22
"ADGRE5"	41
"ADGRF1"	0
"ADGRF2"	6
"ADGRF3"	11
"ADGRF4"	4
"ADGRF5"	631
"ADGRG1"	1462
"ADGRG2"	4
"ADGRG3"	4
"ADGRG4"	2
"ADGRG5"	5
"ADGRG6"	79
"ADGRG7"	0
"ADGRL1"	4189
"ADGRL2"	2314
"ADGRL3"	4490
"ADGRL3-AS1"	0
"ADGRL4"	109
"ADGRV1"	5292
"ADH1A"	0
"ADH1B"	47
"ADH1C"	1
"ADH4"	0
"ADH5"	809
"ADH6"	0
"ADH7"	0
"ADHFE1"	229
"ADI1"	465
"ADIG"	1
"ADIPOQ"	1
"ADIPOQ-AS1"	0
"ADIPOR1"	797
"ADIPOR2"	1171
"ADIRF"	244
"ADK"	349
"ADM"	23
"ADM2"	0
"ADM5"	6
"ADNP"	1834
"ADNP-AS1"	12
"ADNP2"	533
"ADO"	623
"ADORA1"	569
"ADORA2A"	34
"ADORA2A-AS1"	0
"ADORA2B"	54
"ADORA3"	70
"ADPGK"	306
"ADPGK-AS1"	12
"ADPRH"	23
"ADPRHL1"	121
"ADPRHL2"	147
"ADPRM"	78
"ADRA1A"	645
"ADRA1B"	128
"ADRA1D"	25
"ADRA2A"	104
"ADRA2B"	6
"ADRA2C"	46
"ADRB1"	225
"ADRB2"	49
"ADRB3"	3
"ADRM1"	455
"ADSL"	207
"ADSS"	675
"ADSSL1"	46
"ADTRP"	57
"AEBP1"	303
"AEBP2"	876
"AEN"	71
"AES"	3757
"AFAP1"	755
"AFAP1-AS1"	23
"AFAP1L1"	43
"AFAP1L2"	571
"AFDN"	2364
"AFDN-DT"	6
"AFF1"	1270
"AFF1-AS1"	45
"AFF2"	731
"AFF3"	2087
"AFF4"	3921
"AFG1L"	216
"AFG3L1P"	195
"AFG3L2"	890
"AFM"	0
"AFMID"	215
"AFP"	0
"AFTPH"	1152
"AGA"	122
"AGAP1"	4535
"AGAP1-IT1"	21
"AGAP11"	54
"AGAP12P"	23
"AGAP2"	4695
"AGAP2-AS1"	11
"AGAP3"	1838
"AGAP4"	175
"AGAP5"	73
"AGAP6"	188
"AGAP7P"	11
"AGAP9"	73
"AGBL1"	15
"AGBL1-AS1"	0
"AGBL2"	4
"AGBL3"	52
"AGBL4"	433
"AGBL4-IT1"	45
"AGBL5"	179
"AGBL5-AS1"	0
"AGER"	21
"AGFG1"	1824
"AGFG2"	425
"AGGF1"	944
"AGK"	617
"AGL"	1023
"AGMAT"	32
"AGMO"	10
"AGO1"	1534
"AGO2"	1904
"AGO3"	670
"AGO4"	841
"AGPAT1"	878
"AGPAT2"	65
"AGPAT3"	2294
"AGPAT4"	1316
"AGPAT4-IT1"	98
"AGPAT5"	504
"AGPS"	773
"AGR2"	0
"AGR3"	0
"AGRN"	954
"AGRP"	1
"AGT"	1851
"AGTPBP1"	2565
"AGTR1"	3
"AGTR2"	0
"AGTRAP"	28
"AGXT"	0
"AGXT2"	0
"AHCTF1"	1683
"AHCTF1P1"	1
"AHCY"	495
"AHCYL1"	6117
"AHCYL2"	1575
"AHDC1"	926
"AHI1"	3244
"AHNAK"	10435
"AHNAK2"	2837
"AHR"	378
"AHRR"	147
"AHSA1"	1186
"AHSA2P"	666
"AHSG"	3
"AHSP"	0
"AICDA"	0
"AIDA"	866
"AIF1"	61
"AIF1L"	1050
"AIFM1"	273
"AIFM2"	151
"AIFM3"	814
"AIG1"	573
"AIM2"	8
"AIMP1"	276
"AIMP2"	95
"AIP"	360
"AIPL1"	2
"AIRE"	11
"AIRN"	5
"AJAP1"	801
"AJM1"	269
"AJUBA"	8
"AK1"	572
"AK2"	735
"AK3"	799
"AK4"	1569
"AK5"	5348
"AK6"	132
"AK7"	40
"AK8"	19
"AK9"	371
"AKAIN1"	18
"AKAP1"	882
"AKAP10"	947
"AKAP11"	8216
"AKAP12"	6079
"AKAP13"	2247
"AKAP14"	2
"AKAP17A"	155
"AKAP2"	589
"AKAP3"	39
"AKAP4"	0
"AKAP5"	1055
"AKAP6"	6903
"AKAP7"	433
"AKAP8"	371
"AKAP8L"	827
"AKAP9"	4576
"AKIP1"	128
"AKIRIN1"	774
"AKIRIN2"	328
"AKNA"	333
"AKNAD1"	5
"AKR1A1"	243
"AKR1B1"	530
"AKR1B10"	0
"AKR1B15"	0
"AKR1C1"	79
"AKR1C2"	62
"AKR1C3"	77
"AKR1C4"	0
"AKR1C6P"	0
"AKR1C8P"	0
"AKR1D1"	1
"AKR1E2"	144
"AKR7A2"	396
"AKR7A2P1"	9
"AKR7A3"	31
"AKR7L"	33
"AKT1"	945
"AKT1S1"	234
"AKT2"	772
"AKT3"	7376
"AKTIP"	799
"ALAD"	944
"ALAS1"	525
"ALAS2"	9
"ALB"	7
"ALCAM"	1550
"ALDH16A1"	61
"ALDH18A1"	381
"ALDH1A1"	569
"ALDH1A2"	37
"ALDH1A3"	172
"ALDH1B1"	166
"ALDH1L1"	911
"ALDH1L1-AS1"	1
"ALDH1L1-AS2"	38
"ALDH1L2"	331
"ALDH2"	1863
"ALDH3A1"	2
"ALDH3A2"	996
"ALDH3B1"	29
"ALDH3B2"	0
"ALDH4A1"	621
"ALDH5A1"	1547
"ALDH6A1"	2555
"ALDH7A1"	1072
"ALDH8A1"	133
"ALDH9A1"	711
"ALDOA"	10131
"ALDOB"	2
"ALDOC"	8622
"ALG1"	213
"ALG10"	85
"ALG10B"	250
"ALG11"	230
"ALG12"	148
"ALG13"	660
"ALG14"	67
"ALG1L"	20
"ALG1L2"	21
"ALG1L9P"	112
"ALG2"	235
"ALG3"	80
"ALG5"	103
"ALG6"	102
"ALG8"	152
"ALG9"	555
"ALK"	184
"ALKAL1"	0
"ALKAL2"	5
"ALKBH1"	122
"ALKBH2"	57
"ALKBH3"	154
"ALKBH3-AS1"	0
"ALKBH4"	132
"ALKBH5"	1485
"ALKBH6"	113
"ALKBH7"	144
"ALKBH8"	205
"ALLC"	25
"ALMS1"	2802
"ALMS1-IT1"	13
"ALMS1P1"	51
"ALOX12"	0
"ALOX12-AS1"	25
"ALOX12B"	12
"ALOX12P2"	91
"ALOX15"	13
"ALOX15B"	27
"ALOX15P1"	15
"ALOX5"	42
"ALOX5AP"	45
"ALOXE3"	27
"ALPI"	0
"ALPK1"	77
"ALPK2"	5
"ALPK3"	145
"ALPL"	124
"ALPP"	0
"ALPPL2"	0
"ALS2"	1712
"ALS2CL"	363
"ALS2CR12"	152
"ALX1"	0
"ALX3"	4
"ALX4"	4
"ALYREF"	203
"AMACR"	160
"AMBN"	0
"AMBP"	1
"AMBRA1"	869
"AMD1"	1677
"AMDHD1"	5
"AMDHD2"	145
"AMELX"	0
"AMELY"	0
"AMER1"	282
"AMER2"	4175
"AMER3"	880
"AMFR"	1534
"AMH"	12
"AMHR2"	0
"AMIGO1"	1214
"AMIGO2"	80
"AMIGO3"	16
"AMMECR1"	140
"AMMECR1L"	265
"AMN"	1
"AMN1"	433
"AMOT"	1904
"AMOTL1"	768
"AMOTL2"	737
"AMPD1"	0
"AMPD2"	1279
"AMPD3"	362
"AMPH"	2441
"AMT"	125
"AMTN"	0
"AMY1A"	0
"AMY1B"	0
"AMY1C"	0
"AMY2A"	11
"AMY2B"	556
"AMZ1"	177
"AMZ2"	869
"AMZ2P1"	246
"ANAPC1"	1153
"ANAPC10"	149
"ANAPC11"	134
"ANAPC13"	340
"ANAPC15"	213
"ANAPC16"	342
"ANAPC1P1"	6
"ANAPC2"	351
"ANAPC4"	376
"ANAPC5"	1287
"ANAPC7"	574
"ANG"	6
"ANGEL1"	522
"ANGEL2"	716
"ANGPT1"	56
"ANGPT2"	62
"ANGPT4"	12
"ANGPTL1"	34
"ANGPTL2"	88
"ANGPTL3"	0
"ANGPTL4"	181
"ANGPTL5"	1
"ANGPTL6"	12
"ANGPTL7"	2
"ANGPTL8"	3
"ANHX"	0
"ANK1"	915
"ANK2"	29866
"ANK3"	12631
"ANKAR"	267
"ANKDD1A"	267
"ANKDD1B"	12
"ANKEF1"	47
"ANKFN1"	60
"ANKFY1"	1535
"ANKH"	2556
"ANKHD1"	1084
"ANKHD1-EIF4EBP3"	1055
"ANKIB1"	2027
"ANKK1"	5
"ANKLE1"	17
"ANKLE2"	680
"ANKMY1"	143
"ANKMY2"	756
"ANKRA2"	169
"ANKRD1"	0
"ANKRD10"	817
"ANKRD11"	2974
"ANKRD12"	4501
"ANKRD13A"	421
"ANKRD13B"	404
"ANKRD13C"	875
"ANKRD13D"	418
"ANKRD16"	191
"ANKRD17"	5072
"ANKRD18A"	347
"ANKRD18B"	277
"ANKRD18CP"	230
"ANKRD18DP"	60
"ANKRD19P"	262
"ANKRD2"	38
"ANKRD20A1"	26
"ANKRD20A11P"	24
"ANKRD20A12P"	102
"ANKRD20A19P"	11
"ANKRD20A2"	23
"ANKRD20A3"	68
"ANKRD20A4"	60
"ANKRD20A4-ANKRD20A20P"	705
"ANKRD20A5P"	172
"ANKRD20A8P"	101
"ANKRD20A9P"	30
"ANKRD22"	10
"ANKRD23"	102
"ANKRD24"	888
"ANKRD26"	1399
"ANKRD26P1"	5
"ANKRD26P3"	27
"ANKRD27"	656
"ANKRD28"	1402
"ANKRD29"	230
"ANKRD30A"	15
"ANKRD30B"	238
"ANKRD30BL"	3678
"ANKRD30BP2"	9
"ANKRD30BP3"	0
"ANKRD31"	41
"ANKRD33"	0
"ANKRD33B"	1360
"ANKRD34A"	357
"ANKRD34B"	10
"ANKRD34C"	141
"ANKRD34C-AS1"	29
"ANKRD35"	188
"ANKRD36"	2633
"ANKRD36B"	1158
"ANKRD36BP1"	0
"ANKRD36BP2"	520
"ANKRD36C"	2139
"ANKRD37"	51
"ANKRD39"	96
"ANKRD40"	1920
"ANKRD42"	666
"ANKRD44"	424
"ANKRD44-IT1"	29
"ANKRD45"	74
"ANKRD46"	890
"ANKRD49"	137
"ANKRD50"	828
"ANKRD52"	1448
"ANKRD53"	3
"ANKRD54"	240
"ANKRD55"	59
"ANKRD6"	540
"ANKRD60"	0
"ANKRD61"	4
"ANKRD62"	117
"ANKRD62P1-PARP4P3"	16
"ANKRD63"	33
"ANKRD65"	167
"ANKRD66"	0
"ANKRD7"	46
"ANKRD9"	416
"ANKS1A"	878
"ANKS1B"	4357
"ANKS3"	211
"ANKS4B"	1
"ANKS6"	479
"ANKUB1"	1
"ANKZF1"	507
"ANLN"	1237
"ANO1"	53
"ANO1-AS2"	0
"ANO10"	376
"ANO2"	102
"ANO3"	996
"ANO4"	590
"ANO5"	1427
"ANO6"	451
"ANO7"	24
"ANO8"	454
"ANO9"	0
"ANOS1"	445
"ANP32A"	864
"ANP32A-IT1"	84
"ANP32AP1"	0
"ANP32B"	305
"ANP32C"	28
"ANP32D"	2
"ANP32E"	637
"ANPEP"	16
"ANTXR1"	694
"ANTXR2"	96
"ANTXRL"	2
"ANTXRLP1"	1
"ANXA1"	57
"ANXA10"	0
"ANXA11"	1192
"ANXA13"	0
"ANXA2"	111
"ANXA2P1"	0
"ANXA2P2"	0
"ANXA2P3"	23
"ANXA2R"	11
"ANXA3"	80
"ANXA4"	163
"ANXA5"	623
"ANXA6"	3802
"ANXA7"	1202
"ANXA8"	2
"ANXA8L1"	2
"ANXA9"	0
"AOAH"	80
"AOAH-IT1"	6
"AOC1"	0
"AOC2"	52
"AOC3"	14
"AOC4P"	0
"AOX1"	30
"AOX3P-AOX2P"	1
"AP1AR"	326
"AP1B1"	1775
"AP1B1P1"	0
"AP1G1"	1962
"AP1G2"	1559
"AP1M1"	714
"AP1M2"	0
"AP1S1"	683
"AP1S2"	486
"AP1S3"	63
"AP2A1"	2064
"AP2A2"	2179
"AP2B1"	6232
"AP2M1"	4185
"AP2S1"	442
"AP3B1"	625
"AP3B2"	2234
"AP3D1"	2342
"AP3M1"	556
"AP3M2"	1413
"AP3S1"	588
"AP3S2"	581
"AP4B1"	391
"AP4B1-AS1"	3
"AP4E1"	350
"AP4M1"	106
"AP4S1"	530
"AP5B1"	605
"AP5M1"	707
"AP5S1"	153
"AP5Z1"	262
"APAF1"	320
"APBA1"	3076
"APBA2"	3406
"APBA3"	92
"APBB1"	3741
"APBB1IP"	116
"APBB2"	1598
"APBB3"	366
"APC"	10641
"APC2"	2609
"APCDD1"	543
"APCDD1L"	1
"APCDD1L-AS1"	2
"APCS"	0
"APEH"	708
"APELA"	0
"APEX1"	591
"APEX2"	84
"APH1A"	367
"APH1B"	332
"API5"	1366
"APIP"	157
"APLF"	255
"APLN"	130
"APLNR"	243
"APLP1"	5125
"APLP2"	5801
"APMAP"	1087
"APOA1"	3
"APOA1-AS"	0
"APOA2"	0
"APOA4"	0
"APOA5"	0
"APOB"	19
"APOBEC1"	0
"APOBEC2"	0
"APOBEC3A"	0
"APOBEC3A_B"	0
"APOBEC3B"	1
"APOBEC3B-AS1"	0
"APOBEC3C"	11
"APOBEC3D"	7
"APOBEC3F"	23
"APOBEC3G"	32
"APOBEC3H"	0
"APOBEC4"	0
"APOBR"	9
"APOC1"	66
"APOC1P1"	0
"APOC2"	29
"APOC3"	0
"APOC4"	0
"APOC4-APOC2"	29
"APOD"	1451
"APOE"	3686
"APOF"	0
"APOH"	0
"APOL1"	42
"APOL2"	1082
"APOL3"	56
"APOL4"	18
"APOL5"	0
"APOL6"	241
"APOLD1"	576
"APOM"	9
"APOO"	274
"APOOL"	526
"APOOP5"	0
"APOPT1"	204
"APP"	17665
"APPBP2"	1343
"APPL1"	1353
"APPL2"	669
"APRT"	92
"APTR"	73
"APTX"	289
"AQP1"	249
"AQP10"	1
"AQP11"	66
"AQP12A"	0
"AQP12B"	0
"AQP2"	0
"AQP3"	13
"AQP4"	9643
"AQP4-AS1"	75
"AQP5"	9
"AQP6"	13
"AQP7"	9
"AQP7P1"	41
"AQP7P3"	2
"AQP8"	4
"AQP9"	37
"AQR"	1027
"AR"	123
"ARAF"	196
"ARAP1"	737
"ARAP1-AS2"	0
"ARAP2"	3567
"ARAP3"	176
"ARC"	121
"ARCN1"	1482
"AREG"	0
"AREL1"	963
"ARF1"	2764
"ARF3"	5150
"ARF4"	578
"ARF4-AS1"	7
"ARF5"	821
"ARF6"	412
"ARFGAP1"	814
"ARFGAP2"	1025
"ARFGAP3"	357
"ARFGEF1"	1958
"ARFGEF2"	2784
"ARFGEF3"	5937
"ARFIP1"	271
"ARFIP2"	521
"ARFRP1"	308
"ARG1"	4
"ARG2"	159
"ARGFX"	0
"ARGFXP2"	0
"ARGLU1"	1763
"ARHGAP1"	772
"ARHGAP10"	261
"ARHGAP11A"	30
"ARHGAP11B"	14
"ARHGAP12"	1240
"ARHGAP15"	28
"ARHGAP17"	278
"ARHGAP18"	141
"ARHGAP19"	132
"ARHGAP19-SLIT1"	103
"ARHGAP20"	873
"ARHGAP21"	9991
"ARHGAP22"	219
"ARHGAP22-IT1"	23
"ARHGAP23"	1302
"ARHGAP24"	182
"ARHGAP25"	72
"ARHGAP26"	5617
"ARHGAP26-AS1"	2
"ARHGAP26-IT1"	50
"ARHGAP27"	153
"ARHGAP27P1"	124
"ARHGAP27P1-BPTFP1-KPNA2P3"	339
"ARHGAP27P2"	0
"ARHGAP28"	68
"ARHGAP29"	624
"ARHGAP30"	42
"ARHGAP31"	816
"ARHGAP31-AS1"	0
"ARHGAP32"	7735
"ARHGAP33"	481
"ARHGAP35"	5871
"ARHGAP36"	14
"ARHGAP39"	599
"ARHGAP4"	79
"ARHGAP40"	3
"ARHGAP42"	250
"ARHGAP44"	1178
"ARHGAP45"	78
"ARHGAP5"	7166
"ARHGAP5-AS1"	61
"ARHGAP6"	89
"ARHGAP8"	12
"ARHGAP9"	43
"ARHGDIA"	1218
"ARHGDIB"	206
"ARHGDIG"	703
"ARHGEF1"	216
"ARHGEF10"	494
"ARHGEF10L"	552
"ARHGEF11"	2742
"ARHGEF12"	8329
"ARHGEF15"	22
"ARHGEF16"	7
"ARHGEF17"	1875
"ARHGEF18"	627
"ARHGEF19"	11
"ARHGEF2"	1863
"ARHGEF25"	1236
"ARHGEF26"	526
"ARHGEF26-AS1"	136
"ARHGEF28"	460
"ARHGEF3"	1337
"ARHGEF3-AS1"	0
"ARHGEF33"	121
"ARHGEF34P"	0
"ARHGEF35"	3
"ARHGEF37"	400
"ARHGEF38"	0
"ARHGEF38-IT1"	0
"ARHGEF39"	4
"ARHGEF4"	2425
"ARHGEF40"	469
"ARHGEF5"	6
"ARHGEF6"	812
"ARHGEF7"	3565
"ARHGEF7-AS1"	0
"ARHGEF7-AS2"	11
"ARHGEF9"	4335
"ARHGEF9-IT1"	17
"ARID1A"	1866
"ARID1B"	1775
"ARID2"	834
"ARID3A"	44
"ARID3B"	113
"ARID3C"	10
"ARID4A"	1241
"ARID4B"	1384
"ARID5A"	169
"ARID5B"	2034
"ARIH1"	1658
"ARIH2"	1102
"ARIH2OS"	20
"ARL1"	956
"ARL10"	344
"ARL11"	7
"ARL13A"	0
"ARL13B"	211
"ARL14"	0
"ARL14EP"	402
"ARL14EPL"	0
"ARL15"	301
"ARL16"	184
"ARL17A"	546
"ARL17B"	133
"ARL2"	434
"ARL2-SNX15"	284
"ARL2BP"	577
"ARL3"	756
"ARL4A"	561
"ARL4C"	1044
"ARL4D"	75
"ARL5A"	571
"ARL5B"	578
"ARL5C"	3
"ARL6"	506
"ARL6IP1"	4232
"ARL6IP4"	751
"ARL6IP5"	1559
"ARL6IP6"	121
"ARL8A"	715
"ARL8B"	2018
"ARL9"	8
"ARMC1"	753
"ARMC10"	356
"ARMC12"	16
"ARMC2"	489
"ARMC2-AS1"	0
"ARMC3"	27
"ARMC4"	19
"ARMC4P1"	19
"ARMC5"	179
"ARMC6"	236
"ARMC7"	60
"ARMC8"	891
"ARMC9"	669
"ARMCX1"	393
"ARMCX2"	736
"ARMCX3"	1393
"ARMCX4"	1091
"ARMCX5"	266
"ARMCX5-GPRASP2"	1946
"ARMCX6"	149
"ARMS2"	1
"ARMT1"	221
"ARNT"	659
"ARNT2"	8427
"ARNTL"	739
"ARNTL2"	597
"ARNTL2-AS1"	0
"ARPC1A"	813
"ARPC1B"	89
"ARPC2"	1206
"ARPC3"	876
"ARPC4"	572
"ARPC4-TTLL3"	311
"ARPC5"	503
"ARPC5L"	450
"ARPIN"	499
"ARPP19"	5092
"ARPP21"	2522
"ARR3"	0
"ARRB1"	4269
"ARRB2"	559
"ARRDC1"	146
"ARRDC1-AS1"	111
"ARRDC2"	307
"ARRDC3"	633
"ARRDC3-AS1"	18
"ARRDC4"	331
"ARRDC5"	5
"ARSA"	341
"ARSB"	295
"ARSD"	160
"ARSD-AS1"	0
"ARSE"	34
"ARSF"	59
"ARSG"	222
"ARSH"	1
"ARSI"	20
"ARSJ"	113
"ARSK"	105
"ART1"	0
"ART3"	178
"ART4"	1
"ART5"	0
"ARTN"	10
"ARV1"	234
"ARVCF"	329
"ARX"	99
"AS-PTPRE"	1
"AS3MT"	58
"ASAH1"	1107
"ASAH2"	20
"ASAH2B"	100
"ASAP1"	1787
"ASAP1-IT1"	38
"ASAP1-IT2"	28
"ASAP2"	1113
"ASAP3"	285
"ASB1"	934
"ASB10"	0
"ASB11"	2
"ASB12"	3
"ASB13"	281
"ASB14"	4
"ASB15"	1
"ASB16"	9
"ASB16-AS1"	41
"ASB17"	0
"ASB18"	7
"ASB2"	150
"ASB3"	369
"ASB4"	39
"ASB5"	4
"ASB6"	474
"ASB7"	235
"ASB8"	469
"ASB9"	0
"ASB9P1"	0
"ASCC1"	268
"ASCC2"	217
"ASCC3"	1050
"ASCL1"	135
"ASCL2"	1
"ASCL3"	0
"ASCL4"	0
"ASCL5"	1
"ASDURF"	104
"ASF1A"	259
